Date,Open,High,Low,Close,DMA7,DMA15,DMA50,DMA100,DMA200
20-May-09,14230.73,14405.51,13976.49,14060.66,12641.89,12165.47,10352.98,9927.96,11074.59
21-May-09,14043.38,14089.51,13704.43,13736.54,12981.56,12344.72,10459.92,9970.25,11080.36
22-May-09,13663.54,13936.93,13611.3,13887.15,13207.06,12527.04,10563.3,10007.84,11084.22
25-May-09,13988.1,14028.06,13819.25,13913.22,13473.85,12692.64,10665.89,10049.56,11085.6
26-May-09,13929.84,13991.46,13518.79,13589.23,13765.32,12811.2,10775.09,10087.93,11084.31
27-May-09,13780.41,14122.78,13780.41,14109.64,13967.58,12908.41,10884.43,10122.82,11084.33
28-May-09,14150.51,14377.23,14078.62,14296.01,13942.64,13052.2,10992.25,10164.63,11081.12
29-May-09,14319.87,14727.28,14319.87,14625.25,13941.78,13197.47,11107.93,10210.73,11080.36
1-Jun-09,14746.51,14906.81,14655.49,14840.63,14022.43,13380.73,11230.64,10261.29,11083.18
2-Jun-09,14892.93,14994.31,14608.23,14874.91,14180.16,13591.24,11356.27,10316.41,11085.79
3-Jun-09,14902.62,15046.43,14733.59,14870.9,14321.27,13772.36,11477.95,10369.82,11091.16
4-Jun-09,14755.08,15026.03,14599.43,15008.68,14458.08,13962.45,11596.58,10421.37,11094.75
5-Jun-09,15040.24,15257.3,14993.6,15103.55,14660.86,14171.5,11716.72,10474.98,11098.47
8-Jun-09,15153.21,15200.82,14604.23,14665.92,14802.85,14366.84,11837.36,10526.98,11098.52
9-Jun-09,14618.98,15161.22,14526.69,15127,14855.69,14392.29,11959.4,10574.06,11101.25
10-Jun-09,15168.18,15580.81,15168.18,15466.81,14927.37,14447.29,12073.38,10622.58,11103.77
11-Jun-09,15517.36,15568.74,15240.73,15411.47,15016.82,14541.03,12187.44,10673.88,11105.45
12-Jun-09,15446.82,15600.3,15174.28,15237.94,15093.48,14652.69,12307.36,10732.13,11106.05
15-Jun-09,15195.83,15261.03,14807.26,14875.52,15145.91,14742.74,12422.23,10790.44,11104.59
16-Jun-09,14788.27,15022.19,14621.97,14957.91,15126.89,14806.9,12526.92,10848.1,11101.88
17-Jun-09,14978.5,14996.39,14447.02,14522.84,15106.08,14898.14,12623.46,10906.97,11098.45
18-Jun-09,14503.05,14630.73,14188.25,14265.53,15085.64,14925.69,12731.26,10958.49,11094.33
19-Jun-09,14321.98,14559.08,14179.77,14521.89,14962.57,14923.66,12827.55,11010.68,11093.32
22-Jun-09,14591.28,14668.4,14269.77,14326.22,14827.59,14916.77,12914.82,11062.66,11091.74
23-Jun-09,14147.87,14394.19,14016.95,14324.01,14672.55,14882.47,12998.28,11112.63,11090.64
24-Jun-09,14376.82,14479.82,14207.02,14422.73,14541.99,14845.75,13074.11,11164.86,11089.37
25-Jun-09,14476.15,14578.46,14261.14,14345.62,14477.3,14815.87,13145.74,11221.3,11089.88
26-Jun-09,14373.57,14781.94,14373.57,14764.64,14389.83,14771.66,13218.12,11276.61,11091.68
29-Jun-09,14815.9,14955.55,14685.45,14785.74,14424.38,14749.07,13285.68,11337.52,11093.35
30-Jun-09,14830.97,14907.48,14420.41,14493.84,14498.69,14757.06,13355.28,11395.33,11093.41
1-Jul-09,14506.43,14727.49,14355.52,14645.47,14494.69,14714.85,13432.05,11447.7,11095.15
2-Jul-09,14694.31,14764.35,14469.69,14658.49,14540.29,14660.09,13501.46,11501.79,11098.18
3-Jul-09,14552.72,14945.85,14499.74,14913.05,14588.08,14609.89,13574.78,11554.13,11099.92
6-Jul-09,14962.12,15097.87,13959.44,14043.4,14658.12,14588.23,13649.99,11612.6,11097.65
7-Jul-09,14103.65,14251.88,14000.68,14170.45,14614.95,14532.76,13731.9,11661.54,11093.28
8-Jul-09,14039.58,14039.58,13701.76,13769.15,14530.06,14480.26,13790.07,11711.22,11087.65
9-Jul-09,13796.19,13879.18,13643.97,13757.46,14384.84,14430.02,13846.9,11758,11084.04
10-Jul-09,13803.12,13897.19,13418.39,13504.22,14279.64,14396.14,13894.84,11802.57,11076.87
13-Jul-09,13405.95,13461.68,13219.99,13400.32,14116.6,14328.3,13949.96,11841.77,11069.41
14-Jul-09,13549.42,13903.48,13549.42,13853.7,13936.86,14266.57,13991.98,11879.3,11065.38
15-Jul-09,13917.27,14299.54,13891.04,14253.24,13785.53,14235.22,14017.29,11921.65,11065.03
16-Jul-09,14351.97,14493.1,14169.58,14250.25,13815.51,14223.92,14051.74,11969.53,11066.27
17-Jul-09,14325.58,14800.7,14325.58,14744.92,13826.91,14217.56,14097.75,12015.68,11072.31
20-Jul-09,14854.17,15209.36,14854.17,15191.01,13966.3,14216.25,14140.42,12070.08,11080.63
21-Jul-09,15218.83,15234.21,14955.88,15062.49,14171.09,14243.26,14197.79,12131.64,11089.58
22-Jul-09,15124.92,15369.42,14786.58,14843.12,14393.7,14281.17,14267.95,12192.11,11097.18
23-Jul-09,15008.78,15264.84,14997.75,15231.04,14599.82,14294.35,14326.04,12250.12,11103.09
24-Jul-09,15272.01,15418.61,15168.52,15378.96,14796.58,14332.52,14382.51,12313.99,11109.98
27-Jul-09,15350.89,15463.09,15228.46,15375.04,14957.4,14363.58,14449.67,12379.56,11118.96
28-Jul-09,15428.5,15463.46,15240.53,15331.94,15118.08,14452.36,14513.78,12444.29,11127.12
29-Jul-09,15293.19,15379.43,14888.41,15173.46,15201.94,14529.79,14535.6,12508.06,11135.21
30-Jul-09,15169.23,15409.91,15065.48,15387.96,15199.44,14623.41,14556.19,12570.88,11146.58
31-Jul-09,15449.47,15732.81,15449.47,15670.31,15245.93,14732.11,14578.45,12638.69,11161.87
3-Aug-09,15694.78,15963.36,15608.4,15924.23,15364.1,14876.52,14611.48,12711.12,11177.12
4-Aug-09,15940.1,16002.46,15699.13,15830.98,15463.13,15044.78,14647.14,12785.89,11190.93
5-Aug-09,15882.39,15973.1,15695.11,15903.83,15527.7,15176.6,14687.36,12862.22,11207.73
6-Aug-09,15881.47,15969.81,15443.22,15514.03,15603.24,15286.64,14732.2,12938,11226.2
7-Aug-09,15440.95,15501.94,15104,15160.24,15629.26,15370.89,14768.08,13011.54,11243.44
10-Aug-09,15287.14,15417.34,14902.02,15009.77,15627.37,15398.58,14792.44,13079.71,11261.75
11-Aug-09,15000.38,15218.65,14864.23,15074.59,15573.34,15386.49,14803.14,13142.24,11284.37
12-Aug-09,14953.44,15043.62,14701.05,15020.16,15488.24,15387.3,14806.52,13203.55,11302.84
13-Aug-09,15207.96,15545.13,15207.96,15518.49,15359.09,15399.1,14810.52,13265.11,11322.91
14-Aug-09,15530.38,15535.47,15367.61,15411.63,15314.44,15418.27,14813.5,13330.53,11345.81
17-Aug-09,15284.23,15284.23,14740.63,14784.92,15244.13,15420.44,14823.7,13394.63,11366.72
18-Aug-09,14745.8,15134.51,14740.26,15035.26,15139.97,15381.1,14829.86,13452.81,11391.9
19-Aug-09,15079.04,15096.94,14684.45,14809.64,15122.12,15361.32,14832.24,13508.92,11414.71
20-Aug-09,14930.05,15145,14928.18,15012.32,15093.53,15337.07,14830.41,13562.31,11436.25
21-Aug-09,14951.49,15275.17,14835.08,15240.83,15084.63,15312.03,14817.26,13615.75,11461.48
24-Aug-09,15362.93,15676.35,15362.93,15628.75,15116.16,15283.39,14809.28,13668.13,11490.62
25-Aug-09,15573.91,15735.32,15423.39,15688.47,15131.91,15263.7,14809.34,13723.93,11525.38
26-Aug-09,15763.09,15831.49,15695.94,15769.85,15171.46,15254.2,14824.4,13785.14,11561.5
27-Aug-09,15711.8,15853.71,15685.49,15781.07,15312.16,15245.26,14839.01,13845.75,11595.2
28-Aug-09,15770.19,15957.67,15663.35,15922.34,15418.7,15263.07,14863.95,13904.54,11629.42
31-Aug-09,15812.15,15821.35,15589.8,15666.64,15577.66,15313.87,14894.26,13960.28,11658.66
1-Sep-09,15691.27,15923.09,15475.28,15551.19,15671.14,15357.66,14922.27,14011.59,11684.6
2-Sep-09,15482.05,15628.1,15392.68,15467.46,15715.47,15389.44,14949.08,14059.68,11708.66
3-Sep-09,15539.34,15598.18,15356.72,15398.33,15692.43,15419.26,14973.63,14106.32,11734.92
4-Sep-09,15425.86,15740.83,15358.94,15689.12,15650.98,15411.25,14994.52,14150.63,11764.55
7-Sep-09,15793.27,16035.5,15793.27,16016.32,15639.45,15429.75,15015.57,14194.67,11794.66
8-Sep-09,16030.56,16232.16,16030.56,16123.67,15673.06,15511.84,15034.06,14245.36,11822.46
9-Sep-09,16111.09,16215.74,16044.77,16183.55,15701.82,15584.4,15058.68,14296.37,11854.02
10-Sep-09,16295.92,16434.77,16166.42,16216.86,15775.66,15675.99,15091.27,14348.41,11887.26
11-Sep-09,16254.57,16337.98,16130.32,16264.3,15870.76,15756.3,15122.03,14401.6,11921.48
14-Sep-09,16185.26,16252.18,16119.95,16214.19,15984.59,15824.53,15153.2,14456.06,11955.92
15-Sep-09,16255.42,16477.23,16255.42,16454.45,16101.14,15863.56,15180.23,14506.86,11993.32
16-Sep-09,16498.59,16700.56,16498.59,16677.04,16210.48,15914.62,15223.64,14558.11,12032.64
17-Sep-09,16686.38,16820.02,16636.55,16711.11,16304.87,15975.1,15269.32,14611.16,12073.74
18-Sep-09,16650.05,16765.03,16610.05,16741.3,16388.79,16037.1,15327.48,14668.26,12112.67
22-Sep-09,16805.22,16943.49,16763.78,16886.43,16468.46,16091.7,15386.55,14721.64,12152.39
23-Sep-09,16905.5,16905.58,16683.78,16719.5,16564.12,16173.02,15451.29,14769.15,12192.31
24-Sep-09,16634.08,16834.1,16494.92,16781.43,16629.15,16250.91,15521.02,14815.04,12230.89
25-Sep-09,16679.99,16812.02,16613.22,16693,16710.18,16338.51,15578.33,14863.32,12268.7
29-Sep-09,16829.11,16907.84,16802.8,16852.91,16744.26,16424.82,15628.9,14909.08,12308.57
30-Sep-09,16868.46,17142.52,16868.46,17126.84,16769.38,16502.4,15677.75,14958.85,12350.3
1-Oct-09,17186.2,17195.61,17059.36,17134.55,16828.77,16576.44,15719.91,15013.29,12392.03
5-Oct-09,17062.01,17062.01,16835.8,16866.41,16884.95,16643.83,15758.63,15063.05,12430.02
6-Oct-09,16879.38,16988.56,16622.05,16958.54,16882.09,16689.35,15800.07,15111.52,12469.79
7-Oct-09,17069.42,17120.56,16764.07,16806.66,16916.24,16738.8,15840.53,15162.38,12507.82
8-Oct-09,16908.02,16998.52,16775.36,16843.54,16919.84,16774.96,15875.08,15208.71,12543.58
9-Oct-09,16915.96,16963.08,16606.95,16642.66,16941.35,16816.91,15903.64,15234.3,12578.39
12-Oct-09,16687.32,17068.78,16687.32,17026.67,16911.31,16829.46,15933.01,15257.71,12614.89
14-Oct-09,17117.9,17274.59,17117.9,17231.11,16897,16852.77,15959.22,15287.37,12651.7
15-Oct-09,17274.07,17350.39,17092.83,17195.2,16910.8,16887.44,15996.29,15322.31,12687.62
16-Oct-09,17196.8,17347.85,17126.55,17322.82,16957.77,16917.7,16033.15,15355.39,12725.46
17-Oct-09,17452.56,17493.17,17260.66,17326.01,17009.81,16946.79,16063.65,15389.49,12761.53
20-Oct-09,17414.8,17457.26,17185.04,17223.01,17084,16987.22,16091.62,15426.86,12796.97
21-Oct-09,17229.72,17248.69,16997.86,17009.17,17138.21,17016.66,16121.52,15457.99,12832.2
22-Oct-09,17031.54,17031.54,16721.26,16789.74,17190.57,17037.74,16147.9,15485.12,12867.54
23-Oct-09,16795.66,17006.77,16765.2,16810.81,17156.72,17033.53,16177.81,15506.77,12903.57
26-Oct-09,16808.05,16938.88,16706.08,16740.5,17096.68,17012.46,16210.4,15526.47,12940.44
27-Oct-09,16699.09,16699.09,16311.5,16353.4,17031.72,16986.19,16246.42,15545.13,12974.37
28-Oct-09,16335.78,16411.14,16144.17,16283.49,16893.23,16951.99,16279.74,15559.95,13007.04
29-Oct-09,16191.39,16264.09,15993.83,16052.72,16744.3,16906.99,16306.4,15572.7,13038.91
30-Oct-09,16135.87,16360.88,15805.2,15896.28,16577.12,16856.72,16321.7,15582.19,13068.73
3-Nov-09,15838.63,15957.06,15330.56,15404.94,16418.13,16793.57,16334.52,15594.49,13095.82
4-Nov-09,15487.97,15929.09,15487.97,15912.13,16220.31,16711.06,16356.75,15597.27,13123.87
5-Nov-09,15926.13,16092.38,15564.89,16063.9,16091.92,16636.76,16364.14,15601.73,13152.36
6-Nov-09,16137.42,16283.86,16075.19,16158.28,15995.27,16558.94,16386.19,15608.25,13185.06
9-Nov-09,16190.79,16517.42,16147.21,16498.72,15967.39,16489.81,16407.22,15617.46,13220.34
10-Nov-09,16552.43,16677.53,16371.66,16440.56,15998.14,16434.87,16425.57,15633.69,13256.81
11-Nov-09,16444.44,16887.8,16405.19,16849.6,16053.54,16375.84,16442.97,15648.51,13295.51
12-Nov-09,16822.18,16896.62,16605.01,16696.03,16189.73,16350.95,16458.01,15671.78,13331.96
13-Nov-09,16693.15,16909.74,16666.7,16848.83,16374.17,16330.07,16479.61,15696.09,13370.77
16-Nov-09,16893.11,17083.2,16893.11,17032.51,16507.99,16334.01,16497.91,15719.36,13409.12
17-Nov-09,17036.23,17080.17,16882.98,17050.65,16646.36,16348.79,16516.44,15746.42,13447.54
18-Nov-09,17032.01,17098.79,16958.41,16998.78,16773.84,16369.47,16543.76,15773.69,13486.83
19-Nov-09,17004.98,17004.98,16712.33,16785.65,16845.28,16412.49,16573.75,15799.45,13526.67
20-Nov-09,16772.75,17041.79,16635.75,17021.85,16894.58,16445.97,16604.37,15823.85,13567.5
23-Nov-09,17067.14,17214.58,17045.02,17180.18,16919.19,16510.58,16632.12,15846.42,13609.82
24-Nov-09,17230.86,17230.86,17027.52,17131.08,16988.35,16596.17,16658.77,15870.36,13650.25
25-Nov-09,17149.08,17290.48,17124.15,17198.95,17028.67,16711.25,16682.05,15896.73,13689.76
26-Nov-09,17199.05,17202.51,16808.87,16854.93,17052.45,16797.04,16702.2,15922.27,13727.67
27-Nov-09,16718.8,16718.8,16210.44,16632.01,17024.49,16849.77,16722.51,15944.23,13763.53
30-Nov-09,16655.75,17026.91,16655.75,16926.22,16972.09,16881.36,16735.27,15961.42,13802.63
1-Dec-09,16947.46,17218.46,16947.46,17198.27,16992.17,16909.86,16742.62,15990.25,13842.67
2-Dec-09,17226.49,17329.68,17142.36,17169.91,17017.38,16960.37,16756.86,16020.53,13882.31
3-Dec-09,17199.64,17361.27,17128.21,17185.68,17015.91,16981.72,16771.74,16054.54,13922.59
4-Dec-09,17182.23,17291.83,17032.81,17101.54,17023.71,17014.37,16781.6,16088.82,13961.4
7-Dec-09,17106.74,17176.62,16943.01,16983.14,17009.79,17031.21,16791.09,16124.79,13998.21
8-Dec-09,16984.54,17237.79,16964.11,17227.68,17028.11,17027.92,16798.29,16160.62,14035.92
9-Dec-09,17204.32,17227.96,17057.37,17125.22,17113.21,17039.72,16800.23,16194.36,14073.27
10-Dec-09,17107,17231.05,17032.3,17189.31,17141.63,17048.15,16810.39,16223.08,14111.69
11-Dec-09,17199.74,17351.71,17056.12,17119.03,17140.35,17075.06,16817.27,16252.47,14148.93
14-Dec-09,17118.14,17275.19,17048.17,17097.55,17133.09,17081.54,16827.19,16276.21,14187.69
15-Dec-09,17150.59,17200.47,16835.78,16877.16,17120.5,17076.03,16832.51,16295.28,14226.71
16-Dec-09,16866.95,16996.12,16777.94,16912.77,17088.44,17059.11,16831.93,16313.42,14266
17-Dec-09,16912.25,16979.52,16826,16894.25,17078.39,17040.03,16826.78,16334.12,14305.06
18-Dec-09,16855.91,16899.19,16693.06,16719.83,17030.76,17042.65,16827.71,16350.75,14344.25
21-Dec-09,16724.84,16750.99,16577.78,16601.2,16972.84,17048.5,16826.42,16364.16,14382.95
22-Dec-09,16633.81,16738.12,16633.81,16692,16888.83,17026.84,16824.69,16376.42,14421.71
23-Dec-09,16723.96,17252.09,16723.96,17231.11,16827.82,16993.08,16819.84,16390.02,14462.88
24-Dec-09,17265.47,17413.69,17198.09,17360.61,16846.9,16997.16,16820.83,16410.6,14505.02
29-Dec-09,17388.67,17486.05,17372.63,17401.56,16915.97,17008.83,16824.91,16430.33,14548.77
30-Dec-09,17402.24,17440.05,17322.8,17343.82,16985.79,17028.83,16827.5,16447.64,14593.13
31-Dec-09,17365.37,17530.94,17365.37,17464.81,17050.02,17052.87,16831.63,16461.84,14638
4-Jan-10,17473.45,17582.84,17378.38,17558.73,17156.44,17068.68,16832.05,16478.17,14684.57
5-Jan-10,17555.77,17729.78,17555.77,17686.24,17293.23,17097.58,16834.83,16494.72,14731.14
6-Jan-10,17719.47,17790.33,17636.71,17701.13,17435.27,17130.71,16841.54,16516.44,14778.61
7-Jan-10,17701.97,17733.34,17566.54,17615.72,17502.41,17169.52,16855.08,16541.85,14824.73
8-Jan-10,17603.87,17658.12,17508.96,17540.29,17538.86,17204.06,16873.31,16567.91,14868.43
11-Jan-10,17724.59,17776.57,17500.79,17526.71,17558.68,17248.27,16889.41,16592.57,14911.14
12-Jan-10,17534.1,17612,17392.55,17422.51,17584.8,17289.2,16905.41,16617.64,14953.72
13-Jan-10,17368.03,17528.31,17276.46,17509.8,17578.76,17324.42,16928.87,16636.68,14996.17
14-Jan-10,17525.71,17628.04,17525.71,17584.87,17571.77,17377.08,16951.65,16657.66,15038.87
15-Jan-10,17604.31,17639.85,17529.11,17554.3,17557.29,17442.66,16980.79,16685.66,15081.6
18-Jan-10,17538.72,17712.6,17505.5,17641.08,17536.31,17500.15,17014.57,16710.85,15122.48
19-Jan-10,17650.82,17664.86,17463.78,17486.06,17539.94,17527.48,17057.55,16739.16,15162.35
20-Jan-10,17486.69,17590.59,17425.05,17474.49,17532.19,17535.84,17092.13,16763.9,15201.19
21-Jan-10,17474.49,17474.49,17025.26,17051.14,17524.73,17540.7,17120.57,16786.24,15236.26
22-Jan-10,16978.36,17000.33,16608.09,16859.68,17471.68,17521.19,17146.9,16800.46,15270.14
25-Jan-10,16847.7,16877.77,16705.56,16780.46,17378.8,17480.85,17157.95,16812.17,15306.03
27-Jan-10,16708.6,16708.6,16230.85,16289.82,17263.89,17428.97,17166.33,16822.28,15338.77
28-Jan-10,16317.16,16524.69,16182.14,16306.87,17083.25,17335.87,17164.95,16827.37,15370.63
29-Jan-10,16253.82,16390.31,15982.08,16357.96,16892.65,17242.92,17156.82,16831.21,15400.53
1-Feb-10,16339.32,16422.4,16160.8,16356.03,16731.49,17159.07,17145.98,16838.12,15429.49
2-Feb-10,16368.44,16525.98,16129.11,16163.44,16571.71,17080.12,17132.49,16846.17,15456.46
3-Feb-10,16210.25,16552.99,16210.25,16496.05,16444.89,16989.23,17118.6,16853.13,15484.78
4-Feb-10,16500.29,16508.22,16188.8,16224.95,16392.95,16927.47,17101.89,16864.11,15510.94
5-Feb-10,16222.56,16222.56,15725.43,15790.93,16313.59,16841.81,17096.1,16869.47,15533.36
6-Feb-10,15807.75,15951.07,15807.75,15915.65,16242.32,16722.22,17080.16,16867.21,15558.08
8-Feb-10,15931.34,16061.41,15651.99,15935.61,16186.43,16612.97,17052.38,16865.13,15582.52
9-Feb-10,15940.73,16094.13,15862.9,16042.18,16126.09,16499.28,17028.07,16862.65,15607.7
10-Feb-10,16042.18,16141.13,15892.01,15922.17,16081.26,16403.02,17002.8,16860.91,15632.7
11-Feb-10,15928.28,16202.87,15928.28,16152.59,16046.79,16299.53,16986.55,16857.49,15659.24
15-Feb-10,16186.9,16227.04,16011.82,16038.35,15997.73,16239.63,16972.35,16856.87,15683.64
16-Feb-10,16042.18,16310.39,16021.29,16226.68,15971.07,16184.87,16956.88,16852.71,15708
17-Feb-10,16228.91,16480.89,16228.91,16428.91,16033.32,16147.95,16933.68,16848.21,15733.16
18-Feb-10,16421.2,16452.51,16287.17,16327.84,16106.64,16157.22,16914.82,16845.38,15759.66
19-Feb-10,16256.53,16301.94,16074.58,16191.63,16162.67,16158.62,16899.68,16841.25,15783.48
22-Feb-10,16191.32,16423.23,16191.32,16237.05,16184.02,16147.53,16884.21,16834.3,15803.89
23-Feb-10,16213.14,16324.93,16178.91,16286.32,16229.01,16139.6,16868.38,16829.48,15824.57
24-Feb-10,16218.68,16328.44,16187.44,16255.97,16248.11,16147.79,16848.56,16824.53,15845.97
25-Feb-10,16264.1,16329.33,16167.13,16254.2,16279.2,16131.79,16831.79,16820.16,15866.56
26-Feb-10,16255.33,16669.25,16249.67,16429.55,16283.13,16133.74,16813.12,16814.17,15889.21
2-Mar-10,16438.45,16808.49,16438.45,16772.56,16283.22,16176.31,16795.82,16807.2,15914.53
3-Mar-10,16778.29,17012.61,16778.29,17000.01,16346.75,16233.44,16782.46,16803.58,15938.62
4-Mar-10,17013.68,17024.96,16888.05,16971.7,16462.24,16304.4,16780.37,16804.91,15963.26
5-Mar-10,16988.29,17097.71,16936.12,16994.49,16567.19,16366.37,16782.11,16805.04,15988.74
8-Mar-10,17034.92,17187.55,17034.92,17102.6,16668.35,16437.86,16783.66,16806.92,16013.26
9-Mar-10,17089.22,17130.83,17031.21,17052.54,16789.3,16501.19,16789.16,16809.51,16027.03
10-Mar-10,17072.94,17183.51,17027.92,17098.33,16903.35,16568.8,16799.18,16813.61,16040.95
11-Mar-10,17087.63,17215.07,17054.28,17167.96,16998.89,16626.91,16806.4,16814.33,16056.41
12-Mar-10,17176.02,17244.54,17126.93,17166.62,17055.38,16676.18,16803.74,16813.7,16073.47
15-Mar-10,17166.97,17195.49,17061.14,17164.99,17079.18,16732.1,16799.89,16813.41,16089.78
16-Mar-10,17169.84,17416.55,17150.06,17383.18,17106.79,16796.99,16795.19,16811.83,16107.04
17-Mar-10,17389.47,17576.78,17389.47,17490.08,17162.32,16873.4,16791.61,16812.4,16126.45
18-Mar-10,17492.81,17548.13,17417.61,17519.26,17217.67,16953.65,16789.98,16815.07,16143.41
19-Mar-10,17531.47,17600.87,17502.14,17578.23,17284.35,17037.87,16788.61,16820.17,16159.74
22-Mar-10,17481.96,17559.18,17337.38,17410.57,17352.9,17126.14,16785.27,16828.06,16173.6
23-Mar-10,17422.51,17530.79,17356.64,17451.02,17387.56,17191.54,16782.81,16834.06,16186.59
25-Mar-10,17458.51,17575.23,17383.21,17558.85,17428.19,17236.77,16778.71,16841.16,16199.94
26-Mar-10,17558.85,17682.94,17558.85,17644.76,17484.46,17274.03,16776.92,16853.22,16213.74
29-Mar-10,17639.18,17793.01,17639.18,17711.35,17521.82,17318.9,16777.56,16866.83,16227.19
30-Mar-10,17703.67,17783.35,17558.22,17590.17,17553.43,17366.69,16782.01,16883.42,16239.56
31-Mar-10,17602.39,17699.5,17488.55,17527.77,17563.56,17399.19,16786.04,16900.35,16253.79
1-Apr-10,17555.04,17706.56,17555.04,17692.62,17556.36,17430.88,16786.14,16921.58,16266.56
5-Apr-10,17693.66,17948.54,17693.66,17935.68,17596.65,17470.5,16785.61,16939.39,16278.84
6-Apr-10,17940.32,17991.41,17898,17941.37,17665.89,17521.68,16786.64,16958.11,16291.43
7-Apr-10,17915.6,18047.86,17878.31,17970.02,17720.53,17573.33,16795.64,16975.94,16305.02
8-Apr-10,17950.56,17960.91,17679.34,17714.4,17767,17627,16804.97,16990.65,16319.14
9-Apr-10,17715.16,17971.47,17715.16,17933.14,17767.43,17649.08,16823.35,17003.39,16333.95
12-Apr-10,17874.16,17995.25,17816.19,17853,17816.43,17678.61,16840.45,17014.22,16350.51
13-Apr-10,17831.38,17892.78,17736.09,17821.96,17862.89,17700.86,16863.5,17025.79,16368.21
15-Apr-10,17804.55,17975.57,17619.02,17639.26,17881.37,17717.11,16894.76,17035.52,16383.72
16-Apr-10,17645.91,17663.99,17529.55,17591.18,17839.02,17732.36,16925.07,17041.59,16399.96
19-Apr-10,17584.86,17584.86,17276.8,17400.68,17788.99,17741.7,16950.69,17047,16415.27
20-Apr-10,17394.68,17560.09,17394.68,17460.58,17707.66,17731.16,16975.39,17051.02,16430.38
21-Apr-10,17458.76,17565.55,17446.51,17472.56,17671.4,17718.88,17000.14,17057.77,16445.94
22-Apr-10,17476.48,17778.34,17408.02,17573.99,17605.6,17702.96,17019.43,17062.27,16459.92
23-Apr-10,17533.88,17725.88,17533.88,17694.2,17565.74,17701.88,17044.38,17066.21,16474.39
26-Apr-10,17692.26,17826.48,17692.26,17745.28,17547.49,17712.98,17080.04,17071.84,16490.56
27-Apr-10,17744.93,17769.25,17678.56,17690.62,17562.64,17716.49,17115.61,17077.31,16505.71
28-Apr-10,17643.59,17643.59,17344.58,17380.08,17576.84,17700.15,17151.81,17085.66,16519.25
29-Apr-10,17382.09,17532.86,17382.09,17503.47,17573.9,17662.73,17184.78,17093.14,16532.14
30-Apr-10,17503.47,17646.61,17503.47,17558.71,17580.03,17631.63,17213.94,17098.92,16549.63
3-May-10,17536.86,17536.86,17345.92,17386.08,17592.34,17621.25,17240.95,17102.52,16565.63
4-May-10,17371.75,17464.82,17101.96,17137.14,17565.49,17584.78,17271.36,17104.68,16582.38
5-May-10,17103.95,17121.66,16858.23,17087.96,17485.91,17537.05,17294.55,17104.2,16598.95
6-May-10,17080.47,17080.47,16823,16987.53,17392.01,17488.12,17308.71,17104.06,16616.28
7-May-10,16939.58,16939.58,16684.13,16769.11,17291.57,17444.67,17323.91,17104.1,16633.04
10-May-10,16799.49,17356.54,16799.49,17330.55,17204.29,17389.87,17339.83,17099.52,16650.34
11-May-10,17336.13,17379.15,17104.45,17141.53,17179.58,17385.19,17350.47,17101.57,16664.71
12-May-10,17141.53,17252.52,17028.08,17195.81,17119.99,17363.92,17371.36,17101.09,16679.36
13-May-10,17323.63,17389.15,17240.35,17265.87,17092.8,17345.47,17389.07,17101.86,16691.91
14-May-10,17267.25,17329.32,16923.65,16994.6,17111.19,17324.93,17407.9,17103.55,16700.88
17-May-10,16961.92,16961.92,16551,16835.56,17097.86,17278.29,17424.63,17104.72,16709.7
18-May-10,16840.59,17000.34,16744.13,16875.76,17076.15,17217.64,17429.07,17103.95,16719.81
19-May-10,16802.39,16802.39,16373.32,16408.49,17091.38,17163.32,17425.78,17103.76,16725.67
20-May-10,16419.1,16617.8,16419.1,16519.68,16959.66,17098.54,17423.86,17100.65,16731.35
21-May-10,16317.94,16486.74,16187.03,16445.61,16870.82,17032.96,17412.14,17099.83,16736.67
24-May-10,16494.61,16757.73,16413.03,16469.55,16763.65,16958.75,17400.48,17097.37,16742.33
25-May-10,16444.57,16444.57,15960.15,16022.48,16649.89,16897.65,17388.34,17089.75,16746.56
26-May-10,16069.78,16410.35,16069.78,16387.84,16511.02,16823.34,17375.77,17076.37,16751.53
27-May-10,16410.88,16694.55,16331.1,16666.4,16447.06,16776.66,17352.86,17066.24,16756.49
28-May-10,16692.66,16891.17,16692.66,16863.06,16417.15,16755.26,17337.28,17059.46,16761.16
31-May-10,16872.17,16971.15,16806.5,16944.63,16482.09,16761.52,17327.31,17053.44,16766.7
1-Jun-10,16942.82,16942.82,16318.39,16572.03,16542.8,16735.79,17316.91,17047.3,16770.02
2-Jun-10,16574.79,16774.15,16571.45,16741.84,16560.86,16697.82,17306,17036.16,16776.13
3-Jun-10,16786.28,17072.63,16786.28,17022.33,16599.75,16667.56,17287.06,17026.57,16785.4
4-Jun-10,17036.55,17150.42,16963.92,17117.69,16742.59,16651.32,17270.33,17020.63,16795.88
7-Jun-10,17069.77,17069.77,16686.73,16781.07,16846.85,16659.53,17262.56,17016.41,16804.37
8-Jun-10,16760.6,16895.73,16560.64,16617.1,16863.24,16655.9,17255.9,17008.95,16812.32
9-Jun-10,16621.12,16817.69,16591.26,16657.89,16828.1,16638.65,17240.34,17000.9,16817.99
10-Jun-10,16668.91,16942.6,16668.91,16922.08,16787.14,16655.28,17219.79,16992.38,16825.5
11-Jun-10,16994.07,17131.56,16994.07,17064.95,16837.14,16682.11,17198.72,16985.75,16836.84
