WebpageURL,Title
http://www.kdnuggets.com/2014/11/9-must-have-skills-data-scientist.html,9 Must-Have Skills You Need to Become a Data Scientist
http://dataconomy.com/top-10-data-science-skills-and-how-to-learn-them/,"2) The Top 10 Data Science Skills, and How to Learn Them"
http://blog.udacity.com/2014/11/data-science-job-skills.html,8 Skills You Need to Be a Data Scientist | Udacity
http://www.mastersindatascience.org/careers/data-scientist/,Data Scientist Careers | How to Become a Data Scientist
https://adtmag.com/articles/2016/01/08/data-science-skills.aspx,What Are the Most-Wanted Data Science Skills for 2016 ?
